,session,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,hex21,hex22,hex23,hex24,check1,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,age,sex,relation_type,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,check2,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,phex22,phex23,phex24,phex25,phex26,phex27,phex28,sex_partner,age_p,year,months,length,comit01,comit02,comit03,comit04,comit05,comit06,comit07,satis01,satis02,satis03,satis04,satis05,satis06,satis07,pHH,pEM,pEX,pAG,pCO,pOP,HH,EM,EX,AG,CO,OP,satis,commit
1,F7UN9N-S41klGmgBuQatTd-BCSAkMU5A_J6An9IPuMw90PlJAy2cJqM-EWOhU0j_,3,4,1,4,4,2,1,4,2,3,5,3,2,2,3,5,4,2,4,4,3,3,3,2,2,3,3,1,2,4,4,4,2,2,2,2,2,2,3,2,4,2,3,4,2,2,2,4,2,5,2,2,4,1,2,2,3,4,2,2,4,28,2,5,4,4,3,2,2,2,3,2,2,4,3,4,4,4,4,3,3,2,4,2,4,4,2,1,2,2,2,2,2,4,4,2,4,3,3,2,4,3,2,3,3,2,2,2,4,2,4,2,4,4,2,4,2,2,4,2,3,3,3,2,2,1,29,29,4,352,9,6,1,1,6,9,9,2,2,2,3,2,2,2,2.1,3,3.8,2.7,3.2,2.8,2.6,4.1,3.3,2.2,3.3,2.4,2.428571429,7.571428571
4,rdmtqs0emntXbacXc8M7MWfc-ZYkifi3nSdjDC8yUlKCJaAoxoKgKab7DbnUCG37,2,4,1,4,5,3,2,3,2,2,4,4,2,2,2,4,5,2,2,4,3,3,2,2,2,1,4,3,2,3,4,3,2,4,3,2,3,4,3,4,4,2,5,4,3,2,2,4,2,3,3,3,2,2,4,3,2,2,4,2,4,23,2,3,3,2,4,2,4,4,4,2,4,3,2,4,2,5,4,2,4,1,4,4,3,2,2,4,2,2,3,4,2,2,5,2,2,3,2,4,4,3,3,2,2,1,2,4,2,2,2,2,4,4,3,3,2,1,4,1,3,2,4,3,1,1,23,0,10,10,7,5,1,2,5,8,8,2,2,3,3,3,3,3,3,3.3,4.3,3.9,3.1,2.8,2.7,3.9,3.8,3.2,3.2,3,2.714285714,6.571428571
13,5QL6BnErEWxwNA9m2JSuUhsDsJ52Ov9UFYidVVYaZfiJJAAinnxpU0dk4DdaKkqV,1,4,1,4,2,4,5,4,4,2,5,4,5,1,4,4,5,4,2,2,2,4,4,4,2,5,4,2,1,5,2,1,1,4,2,4,1,5,2,4,3,1,5,5,4,2,2,5,5,1,4,2,2,4,5,1,4,4,5,1,5,26,2,3,4,4,5,1,1,5,1,2,2,4,4,3,2,4,5,5,4,1,4,4,2,3,4,4,4,4,3,4,2,4,3,3,4,4,4,4,4,3,2,3,3,3,2,2,5,2,1,3,3,3,1,2,5,2,1,4,2,3,4,3,2,1,39,0,1,1,9,9,1,9,3,9,4,3,3,2,3,1,2,3,2.3,3.4,3.4,3.2,3.3,2.7,2.5,4,3.9,2.5,3.4,4.9,2.428571429,5.714285714
15,tXrRWtMpDfsC7EYz53ljt0p2POgm_BVT_SwM-UXZIrg5FVQil-oYk8CuM2_e9CQ0,2,5,1,2,5,2,1,4,5,1,5,4,2,4,4,1,5,2,2,4,5,2,4,4,2,2,3,2,4,5,1,5,4,2,2,1,2,4,1,4,2,1,1,5,5,2,4,5,4,1,4,1,1,1,5,1,1,2,4,1,1,23,2,3,5,2,5,5,5,2,5,3,2,4,2,5,1,1,5,5,4,3,4,4,4,2,2,5,2,2,5,5,5,4,1,2,5,3,1,2,5,2,4,2,1,1,5,4,5,1,5,2,5,4,4,1,5,1,4,2,4,1,5,4,1,1,22,2,6,30,9,9,1,1,8,9,5,2,2,4,3,2,4,5,3.1,3.5,3.5,3.8,1.4,2.5,3.2,4.9,2.7,2,2.9,3.3,2.571428571,7.714285714
23,ReJnndbCRx2vmLpA0mTNqHwZVCYCiSLST7t14Uta3jRvDQe_xkrk4JT9Utg2MVhn,4,4,5,4,4,5,4,4,4,2,4,1,2,3,5,5,5,4,1,2,2,5,4,1,2,3,4,4,1,5,2,4,2,5,2,4,4,4,4,4,5,4,5,5,4,4,2,4,2,2,2,4,3,2,4,2,4,2,2,4,1,24,2,2,2,1,3,2,5,2,2,5,2,4,3,2,3,3,4,2,5,2,4,4,1,2,4,4,2,3,5,3,1,1,4,4,1,1,5,4,3,2,5,2,2,2,2,1,1,3,1,3,3,4,2,2,3,1,3,2,2,4,4,2,1,1,27,3,0,36,9,9,8,1,2,5,9,5,3,3,3,3,1,2,4.4,2.7,3.4,4,3.8,3.4,4.1,3.6,3.9,3.7,3.1,3.5,3.142857143,5.857142857
24,alR81SyrgQfVV0MyiHYXdK-mYMIjqF_rx-haDLdGzdePvSjjs8GLL22bltRJZ8pK,3,3,2,4,4,5,2,2,2,2,3,1,2,3,4,4,4,2,3,3,2,4,3,2,2,2,3,2,2,4,1,2,2,4,2,3,4,2,3,3,3,2,2,3,4,2,2,4,2,4,2,3,2,2,5,4,2,4,2,2,1,30,2,5,2,1,4,2,4,4,4,5,2,4,4,3,2,1,3,4,3,2,4,3,4,2,2,3,1,3,5,4,2,4,4,2,1,5,2,4,4,2,4,2,2,2,2,1,1,2,4,2,4,4,4,2,4,2,4,2,4,1,4,4,2,1,31,0,0,0,9,9,3,1,8,9,9,4,4,4,2,3,4,2,4.2,2.7,4,3.6,2.6,2.3,4.3,3.7,3.5,2.8,2.9,2.5,3.857142857,8
32,D5bjwngSmVFhuFpCUKSS3cjqgKKiHauR7aIM9CnB_NmJA24St3rXvhjLuZv6MS5c,3,2,4,2,2,5,2,3,2,4,2,2,2,3,2,4,4,2,2,3,1,4,2,3,2,4,4,2,2,2,2,4,4,4,2,4,3,3,4,4,4,2,4,4,4,4,4,4,3,2,2,4,4,3,3,2,4,2,3,3,2,22,1,3,4,2,5,3,4,2,1,5,4,4,4,4,2,4,4,1,2,4,4,5,2,2,4,3,1,2,1,2,1,2,2,2,1,2,5,4,4,5,3,4,5,3,4,4,1,4,2,2,2,4,2,2,2,2,2,4,5,4,2,1,4,2,23,2,6,30,9,9,1,1,9,9,6,4,5,3,2,4,5,5,3.2,4.3,2.7,3.3,4.3,3.7,3.3,2.8,2.9,3.9,2.5,3.2,3.714285714,8
40,B5uyDA1-qMSduP327FtZGCjGGzECj6VSk_Q8ZIEyw2MLSXSNJUTZrjuDs3oMHD_m,4,5,2,4,4,4,2,4,1,4,4,1,1,2,3,3,3,2,3,2,2,3,3,3,2,1,3,3,3,4,3,4,1,5,2,3,4,3,4,4,3,2,4,4,1,3,2,5,4,4,3,5,1,2,3,4,1,4,2,3,1,40,1,5,4,2,5,4,3,2,3,3,2,3,3,3,2,4,3,2,3,2,4,3,3,3,3,4,2,3,2,5,2,3,1,2,1,4,4,2,4,5,4,1,2,2,4,4,2,1,2,1,2,4,2,3,2,1,4,4,2,1,3,2,2,2,38,0,7,7,9,8,1,1,9,9,9,3,3,3,2,3,4,3,3.3,3.8,3,3.4,3.3,1.8,3.3,3.7,3.1,3.6,4.2,2.2,3.285714286,8.285714286
47,hJx-PYU5h2-3uV6P5tdY8PUhYBJEgkXnLAj5qH5XxkFOJzCwGKeQUFFWYmxK0R4b,2,3,2,4,3,5,3,2,2,3,4,3,3,4,4,3,4,3,4,2,2,2,3,3,2,4,4,4,3,4,3,3,2,4,2,4,4,3,4,4,3,4,4,5,3,3,2,4,3,3,2,4,3,3,2,3,2,3,3,4,2,30,1,5,4,3,3,3,5,3,3,4,3,4,3,3,2,4,4,4,3,3,4,3,3,3,2,5,3,4,3,3,3,3,3,4,3,3,3,4,4,4,4,3,2,2,4,3,3,3,4,2,3,4,4,3,4,2,4,3,3,3,3,4,2,2,29,29,9,357,7,5,2,1,8,9,8,3,3,4,2,4,4,2,3.2,3.2,3.2,3.9,2.6,3.1,3.2,3.1,3,3.4,3,3.3,3.714285714,7.142857143
56,MjIbV6ccQa_u0niiE1V-bBn_zm2LJL8BsPQZ81-ZiKOQrPSW8xqM0zkLkK_fs-f4,2,5,4,4,2,4,2,2,4,4,3,2,2,2,4,4,4,3,3,2,4,4,4,4,2,3,4,4,3,2,4,4,3,4,1,4,3,3,4,4,3,2,4,4,2,2,3,5,2,4,3,3,4,2,4,4,3,2,1,2,1,29,2,4,4,2,2,3,3,2,3,2,2,4,3,4,2,4,2,2,4,4,4,4,4,3,3,4,2,3,5,2,1,2,4,3,2,2,4,3,4,4,4,4,2,4,2,2,2,5,2,4,4,4,1,2,2,2,4,3,4,4,2,4,2,1,30,0,6,6,9,7,2,2,7,8,8,4,3,3,3,2,3,2,3,3.4,3.6,3.3,3.7,3.6,3.3,3.4,2.7,3.1,3.4,2.7,3.142857143,7.285714286
64,htiRomgPEiB7TsfWcLPxR01l8waLEwlOgllG2WucsAsu9OxVu2iL0Osj2x9EGv8T,2,4,3,2,1,4,2,2,2,2,4,2,2,4,3,2,2,2,2,3,2,3,1,2,2,1,3,2,2,2,2,2,2,2,2,3,4,4,5,3,2,4,3,4,2,2,2,1,4,3,4,4,4,3,4,2,2,3,2,2,2,30,1,5,5,2,4,1,4,2,2,4,2,5,3,2,2,3,3,3,2,1,4,4,2,4,3,4,4,2,4,3,2,2,2,2,2,4,4,3,4,4,4,2,4,4,3,4,2,4,2,4,2,2,3,2,2,2,2,3,2,2,4,3,2,2,29,0,0,0,7,9,6,4,8,6,8,4,3,4,3,2,3,2,3.8,3.8,2.8,3.1,3.8,2.6,3.5,2.3,2.7,3,3.5,3.2,3.285714286,6.285714286
67,AmiN0esjqE9Maatr5ma8lE-l6vwEiGx2iG6281nOOz4lBO4Q_xVS_pGl0hYLgFiK,2,5,1,4,5,2,2,4,4,4,4,1,2,2,2,2,4,2,5,2,2,4,3,3,2,2,3,1,1,5,2,2,4,3,3,4,4,2,4,2,4,2,5,5,2,4,3,2,3,4,2,4,4,2,2,2,1,4,4,4,1,29,2,5,4,2,4,1,4,1,4,4,2,5,4,2,2,2,3,2,4,1,4,2,2,4,2,4,2,3,5,4,2,2,2,2,1,3,5,4,4,4,4,2,5,2,2,2,1,1,2,4,3,4,2,4,1,1,5,3,1,2,2,3,1,1,29,0,0,0,9,9,1,1,9,9,9,4,4,4,2,3,4,2,4.2,3.2,3.5,3.8,4.3,2.1,3.1,3.5,3.3,2.7,3.7,2.8,3.857142857,8.428571429
72,3r9BRJ7O0Po4jA_HVZ45Vq-Oo0w6kpygZbDcebfIU6ECqKyPbBTupFpaCpYlVUS5,4,2,5,3,3,3,3,2,2,2,2,1,4,3,4,4,4,3,2,2,1,4,2,1,2,2,3,4,2,3,4,2,2,4,2,3,4,1,3,3,4,3,3,4,3,5,4,5,2,5,4,5,4,3,3,1,4,2,1,2,1,24,1,3,4,2,2,3,5,2,3,3,4,4,2,4,4,4,2,2,4,3,4,4,1,3,2,4,2,3,2,1,2,4,2,2,2,3,3,5,5,2,2,4,1,2,4,2,1,2,2,3,4,4,4,3,3,2,4,2,2,3,2,4,1,2,21,0,2,2,6,7,2,2,6,7,5,4,3,4,3,4,3,3,3.5,3,3.5,3.7,3.2,3.3,3.7,3.2,3,4.1,3,3,3.428571429,6.142857143
74,PLhCFfog59lu3SkMWQqSvG6U2ruN8QTcY9S-eLzhrftng2Eb35WC8Ac1TUYXJBOk,2,5,1,2,3,5,3,3,1,2,4,2,5,4,2,5,3,1,2,4,3,2,2,3,2,2,3,1,2,4,2,5,2,4,3,2,2,1,4,4,4,2,4,4,2,2,4,3,3,2,1,4,5,2,5,5,2,2,2,2,1,28,2,5,4,1,5,1,3,4,4,2,2,4,4,3,2,5,3,2,4,2,4,3,3,4,1,5,2,4,4,5,2,2,3,2,2,3,5,4,4,2,5,2,2,2,2,1,3,1,2,2,5,4,4,3,2,2,4,4,2,1,2,3,1,1,27,0,0,0,6,6,6,1,6,6,6,4,3,3,3,1,2,3,3.5,3,4,3.9,3.7,1.9,3.4,3.5,2.9,3.2,3.2,2.9,2.714285714,5.571428571
83,x3g1Rosvc8ep6B0z6KG8ppdIWIltite38J9wE2jLq1EXjVk-UdXCu_-NOnUbRXof,2,5,2,4,5,5,1,2,5,4,4,4,2,4,4,1,5,2,2,2,4,4,4,5,2,3,4,1,2,5,5,5,2,5,1,4,3,1,4,4,5,2,5,5,4,3,2,5,2,5,5,4,5,2,5,2,1,2,2,4,2,30,2,5,2,2,5,2,4,2,4,4,4,5,4,4,2,4,2,4,5,1,4,5,5,5,2,4,1,5,5,5,5,5,5,2,2,5,1,2,5,2,5,2,1,2,2,1,2,1,4,2,1,5,2,4,4,1,5,4,5,1,5,2,1,1,35,35,0,420,9,9,7,1,6,9,9,4,3,4,2,2,4,4,3.2,3,4.1,3.5,2.1,1.6,2.8,4,2.8,2.8,3.5,2.6,3.285714286,7.142857143
85,4HOLHhd5xRUnx5BkY4XgPBW_RWlx67tXvvIc6babe4KOIJFtSR-DLWt36_9EeZo4,2,5,4,4,4,4,3,4,2,2,4,2,2,2,1,3,5,2,2,1,3,4,2,2,2,4,3,2,3,4,2,2,1,4,2,2,3,2,4,4,2,1,3,4,2,4,2,4,2,4,2,4,4,1,5,2,1,2,2,2,2,23,2,3,2,3,3,2,4,4,2,3,3,4,4,4,1,3,4,4,2,2,4,3,3,2,3,2,2,4,4,2,2,4,4,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,4,2,3,5,3,3,2,2,4,2,2,4,2,2,2,1,23,6,3,75,7,5,2,2,6,7,7,3,3,4,3,3,3,3,3.2,3.1,3.9,3,3.1,3.3,3.7,4.1,3,3.8,4.1,3.3,3.142857143,6.285714286
87,F0TQbwlX3buYgAnnPBeNMyp78rZHYZlg6YhPYEQIHJdjmHOq5RC0BggZ2F3pmbBz,4,4,2,4,5,2,2,2,4,2,4,5,1,4,2,5,5,1,4,5,3,5,2,1,2,5,4,4,1,5,4,3,2,4,4,4,2,2,2,2,4,2,5,2,4,5,2,2,5,4,2,5,2,1,5,2,4,4,2,2,4,22,2,3,1,4,1,1,5,5,2,2,2,5,4,4,5,2,5,1,5,1,4,2,2,5,2,4,2,5,3,2,1,2,5,3,3,4,5,5,5,2,2,3,2,1,1,1,2,2,1,1,3,1,1,2,1,1,5,1,1,3,2,5,1,1,26,2,2,26,9,9,3,1,9,9,9,5,5,4,3,4,4,2,3,1.7,4.6,4.7,4.3,3.1,2.2,3.8,4.1,3.3,2.3,2.5,4.142857143,8.142857143
88,kzQbvpV6R19F7DDzMIfEv4D4gyqlJ4yXRV3-5BvI-1no1h4trmI2d66z7fvcu_ja,1,5,2,4,5,5,5,3,2,1,3,3,5,1,2,3,5,2,5,2,2,4,2,3,2,5,2,5,2,5,2,5,2,4,2,4,1,3,5,4,4,1,4,5,4,2,2,4,3,5,2,4,3,2,5,1,3,3,4,2,2,23,2,3,4,4,4,4,4,2,4,4,4,2,4,3,5,4,5,5,1,4,4,3,3,2,2,5,3,5,4,2,1,3,3,2,2,2,5,3,3,1,2,5,2,2,3,1,2,1,4,4,4,2,2,2,4,4,5,3,4,5,4,4,2,1,23,3,3,39,9,5,1,1,9,8,8,5,4,4,3,3,3,2,2.9,2.2,3.2,3.2,2.5,3.8,3.2,3.9,3.7,3.6,3.7,3.6,3.714285714,7.571428571
89,8EpbvBQ_wmolhH9TGMWSEI9JK5YEXwVdKvb2SNO7nY_QyrXDKZe37FeLYElSQWQU,1,5,2,4,3,4,2,4,3,2,4,1,2,2,4,3,3,4,2,2,2,3,4,4,2,5,4,2,2,4,4,3,2,3,2,3,2,3,5,4,4,3,4,5,3,2,2,4,4,2,4,4,3,2,2,1,2,2,4,3,1,22,2,3,2,4,3,3,2,4,2,2,4,3,4,4,4,4,3,2,3,4,4,4,5,1,5,2,3,4,2,2,3,3,4,3,3,2,4,2,4,2,2,4,3,4,1,2,4,4,4,2,2,4,2,3,2,3,3,1,5,4,2,2,2,1,21,0,0,0,5,5,6,5,4,6,6,3,2,2,4,1,2,4,1.9,2.6,3.5,2.7,3.5,3.8,3,3.5,3.5,3,3.9,3.8,2,4.428571429
91,7qE5zK6WQy6inU3zCbKeO7VLJUHRSrEs9biTKnLyWj8hHQP8LHg3JKBuFvW_LgAV,2,4,4,5,4,4,3,2,2,4,4,1,2,2,2,4,5,2,4,2,1,5,4,2,2,2,3,3,2,5,4,4,2,5,2,2,5,3,5,4,2,2,5,5,2,4,2,5,4,2,3,5,2,2,5,4,2,3,2,3,1,23,2,3,4,3,3,2,4,2,2,3,3,4,3,2,3,2,4,2,4,2,4,4,3,4,3,2,2,3,4,3,3,2,2,2,2,3,4,2,5,2,3,2,2,3,3,4,3,2,2,3,3,5,2,4,2,2,4,2,4,4,3,2,2,1,23,2,11,35,4,4,2,6,3,3,3,4,3,3,2,2,2,4,3.1,3.5,3.3,3.1,3.5,2.8,3.5,4.2,3.4,4.1,3.7,2.9,2.857142857,3.571428571
101,_14w_OEZbtfVsI6qyaTjcWhQsS__THPZz6gOw478l9gONNKbDAScngigtV4PiPyW,1,3,3,4,5,2,5,5,2,3,4,1,4,3,4,2,5,2,2,2,2,4,2,2,2,5,4,4,2,5,5,4,2,5,4,2,3,4,4,4,3,2,1,5,3,3,2,2,4,2,4,5,2,4,2,4,2,4,3,2,1,24,2,3,4,4,2,2,2,4,5,4,5,5,4,5,4,3,5,4,2,2,4,3,5,2,4,2,1,5,2,2,4,4,4,4,1,2,4,4,4,4,2,5,2,1,2,2,1,5,2,2,2,4,1,2,4,2,4,2,4,2,4,5,1,1,24,5,4,64,9,9,1,1,9,9,9,3,3,3,3,3,4,2,2.7,2.5,4.1,3.4,3.1,4.2,3.1,3.7,3.5,3.6,3.6,4,3.285714286,8.428571429
103,dRmMozC2Lj0LWjnmF8hP1oVkIN2oQawfsFl1ApdjEH4hyC4Pd98ldObhlAEVMVqe,4,4,4,3,1,5,3,4,2,2,4,1,2,2,5,4,5,4,4,2,2,3,5,3,2,1,4,4,4,2,3,2,2,4,2,2,5,4,3,4,2,1,4,5,4,3,2,4,4,4,2,5,4,2,5,3,2,3,4,1,2,23,2,3,4,4,4,2,3,4,1,2,4,4,4,4,2,4,4,4,2,2,4,4,4,4,3,2,4,2,2,5,4,4,5,3,4,4,2,3,4,2,3,4,5,2,1,4,4,3,4,5,5,3,4,2,2,2,2,2,4,1,4,2,2,1,24,1,1,13,7,9,1,7,3,6,8,3,2,2,2,2,4,4,2.3,3.5,3.9,2.7,3,2.7,3.8,3.9,3,3.6,3.3,2.8,2.714285714,5.857142857
104,7bEThfEoiwYlMM5FK7xWEZkVP4yQZsI_yFwyLB7KRHHPrTZaWQUNj9w671e1jjOK,2,5,2,1,2,2,4,5,2,2,5,4,2,2,2,5,5,2,2,2,4,5,5,2,2,4,5,1,2,5,4,5,2,4,4,2,2,5,5,2,2,1,5,5,1,2,1,5,2,4,5,2,2,2,5,2,2,2,2,1,2,24,2,3,5,3,5,2,5,2,4,2,2,2,4,2,2,5,4,5,4,2,4,4,2,2,2,5,1,4,5,4,4,1,2,2,2,2,2,4,5,4,2,2,1,2,2,2,4,5,5,2,5,4,4,5,5,1,5,4,2,4,4,4,2,1,23,0,11,11,9,9,1,1,9,9,9,4,4,5,2,4,4,3,3.1,3.5,3.8,4.4,1.8,2.9,2.8,4.5,3.6,2.7,4.2,3.5,4,8.428571429
109,3hwyZZaAED26PG668GcAmopOvNOZmfhdSBKUUq0U7k4WSiUz2JN1L2ZWe8yJQZAE,1,5,1,4,4,3,3,4,4,2,5,1,3,3,3,4,4,3,5,2,1,3,2,4,2,5,2,2,2,4,4,1,2,2,5,1,4,3,4,4,4,3,2,5,2,4,4,5,3,2,3,2,4,2,5,3,2,4,3,2,1,22,2,2,4,3,2,5,4,2,2,1,5,2,4,4,1,4,4,4,4,4,4,5,3,4,2,4,5,2,2,3,3,4,2,1,4,4,1,3,2,4,2,3,1,2,4,4,4,3,4,2,4,5,3,3,3,1,4,4,2,1,4,4,4,2,23,0,6,6,6,5,3,7,4,4,5,2,2,2,2,2,2,4,2.4,4.4,2.5,3.8,1.9,3,3.6,4,3.5,2.7,3.9,3.7,2.285714286,4.285714286
