,session,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,hex21,hex22,hex23,hex24,check1,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,age,sex,relation_type,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,check2,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,phex22,phex23,phex24,phex25,phex26,phex27,phex28,sex_partner,age_p,year,months,length,comit01,comit02,comit03,comit04,comit05,comit06,comit07,satis01,satis02,satis03,satis04,satis05,satis06,satis07,pHH,pEM,pEX,pAG,pCO,pOP,HH,EM,EX,AG,CO,OP,satis,commit
308,L7LqDfEkEao7VFpy4q-HtAYuElXpfY1s0HvRfg5oBMpT8q0uP1kZ99V5U0x6PVkW,3,2,3,2,3,2,2,2,2,4,4,2,3,3,2,3,4,3,2,3,3,3,3,2,2,3,3,3,4,4,2,3,2,3,3,3,3,2,3,2,3,2,3,3,4,3,3,4,2,3,2,3,3,2,3,4,3,3,1,3,2,22,2,3,3,2,2,2,3,3,3,2,2,4,4,3,2,2,3,2,3,2,4,3,2,4,3,4,2,4,4,2,2,4,4,2,2,3,5,4,3,2,4,3,4,2,2,2,2,2,2,2,4,4,4,4,2,2,3,2,2,3,2,4,2,1,22,2,6,30,9,9,1,1,9,9,9,3,4,4,2,2,2,2,3.8,2.9,3.6,3.6,4,2.8,3.4,3.6,2.5,3.1,2.7,2.8,3.285714286,8.428571429
315,kA1MeFMwZ2yTuQXLnnIhvg42SWIKiqF063OFuzfZ7S813IuJylOqLyhfqiMnuZPn,4,5,2,2,4,4,1,2,5,1,5,2,1,2,2,5,5,2,4,4,4,1,4,4,2,4,4,1,1,4,5,3,4,4,5,1,2,1,2,4,3,1,5,5,4,2,5,4,3,4,4,2,5,2,1,1,5,5,2,1,2,29,2,3,5,4,4,1,2,2,1,2,2,4,2,2,2,5,1,4,1,4,4,2,2,2,2,4,2,2,4,3,2,2,1,2,1,3,5,1,5,4,5,1,2,2,2,3,3,1,3,4,5,2,4,2,1,4,2,2,3,1,2,1,2,1,29,1,10,22,9,5,8,5,7,9,5,4,3,3,3,3,3,3,3.3,3.5,3.1,2.3,3.6,2.2,2.4,4.5,3,2.3,2.6,2.6,3.142857143,5.428571429
325,corgGz42xOb2v_aItneQMXO0QadFPIKs0GUfWmufmKIPIBCbcyxat6fspBN5_0op,2,5,4,4,4,4,5,4,2,2,3,1,3,1,4,3,4,2,3,2,1,3,4,2,2,2,1,4,1,4,2,3,2,4,2,3,3,4,5,3,4,2,4,4,1,4,3,4,3,2,5,3,2,1,4,2,2,3,3,1,1,26,2,3,2,2,4,2,4,4,4,5,2,5,4,4,2,3,4,2,4,3,4,3,1,4,5,4,2,3,1,4,1,2,2,4,1,2,4,4,4,3,4,2,4,4,2,3,1,2,1,2,4,4,2,3,1,1,3,2,2,2,2,4,1,1,26,8,10,106,9,9,3,1,7,9,9,4,3,4,2,3,4,2,3.8,2.8,3.7,3.9,4.5,2.5,3.6,4,3.5,3.6,4.6,3.6,3.714285714,7.857142857
330,iwZ-M6OIVB0XaM5vSyfAcU0-zKgYtJtpJ1BsgVEkVBWrwO_0MBjRfpqVAFCFsn1n,2,5,4,4,4,5,2,4,4,2,5,1,4,2,4,4,5,2,4,4,2,5,5,4,2,4,4,5,2,5,3,4,2,4,2,5,5,4,4,2,4,2,5,5,2,5,2,5,4,2,4,4,3,1,5,4,4,4,2,4,1,20,2,3,1,2,5,1,4,4,3,4,4,4,4,4,2,3,4,2,5,1,4,5,2,2,4,5,1,5,5,4,5,4,4,4,1,4,3,4,5,2,4,2,4,1,4,2,4,4,4,1,4,4,1,4,4,2,5,1,4,2,2,4,1,1,22,0,1,1,8,8,3,1,7,9,9,4,4,4,1,4,4,2,3.4,2.5,4.3,4.2,3.3,2.7,3.5,4.1,3.6,3.4,3.5,3.3,4.142857143,7.571428571
347,fi7BVlPapaScQuDhZVEIs_EKG3LlZIfmuB1hOw54aFSoi5c7o276cpfh6ys2cQQg,3,2,2,4,2,2,3,1,3,2,4,3,2,1,3,5,4,3,2,3,4,4,1,2,2,4,3,2,2,1,2,2,4,4,3,3,2,2,2,2,4,4,3,4,4,2,2,2,3,3,3,2,3,2,2,4,5,3,3,3,4,26,1,3,5,2,2,3,3,2,3,3,5,5,4,3,2,2,4,2,2,3,4,5,3,4,2,3,2,2,2,2,4,2,2,2,3,2,4,4,5,4,5,4,4,4,3,2,3,2,2,4,2,4,3,2,3,2,4,5,3,4,3,2,4,2,26,0,10,10,9,9,3,5,9,9,9,4,4,4,2,3,4,3,3.3,4,3,3,3.4,3.7,2.8,2.6,3.8,2.5,2.4,3.1,3.714285714,7.571428571
353,BteTwV6VR14PMV2vhOfMwO7-paP4-lhSon5luZBS7J8mVI1tLdm3xb8pT0wFDufx,1,4,2,1,4,5,2,2,1,4,2,5,5,2,3,2,3,2,4,1,2,3,1,2,2,4,2,4,4,5,1,2,3,5,1,1,2,4,3,4,2,2,4,5,2,4,3,2,4,4,2,3,4,2,4,2,2,2,1,4,3,23,2,3,3,4,2,3,5,4,3,2,2,2,4,3,2,5,3,2,4,2,4,3,3,2,1,4,2,4,3,3,2,2,4,2,3,3,4,5,4,2,2,1,1,1,2,2,4,4,2,2,2,5,4,3,2,1,5,3,2,2,2,4,2,1,24,0,2,2,8,7,1,1,8,8,9,4,4,4,1,3,3,1,2.6,3.1,3.8,4.4,3.1,2.9,3,3.2,1.9,3.8,3.5,3.7,4,7.714285714
359,OCY2fADTk3Qzyz0ODhaSrACPVnEkj4KSxjKahVUBjVgbM9Tqyed-0VCYQp69tbqj,2,2,4,2,5,5,2,3,2,3,5,1,1,1,5,1,5,3,1,3,1,5,3,2,2,5,5,2,2,5,3,5,3,5,3,1,3,5,5,4,5,4,3,5,5,1,3,5,3,3,4,4,4,5,5,3,1,5,1,3,1,24,2,3,4,4,3,1,5,4,3,2,5,3,4,5,2,5,5,3,4,3,4,5,3,4,5,5,1,4,4,4,3,4,2,1,1,1,5,3,5,3,1,2,3,3,2,4,1,2,2,4,4,5,5,3,1,1,5,4,2,3,5,3,3,1,25,1,7,19,9,9,1,1,9,9,9,5,5,5,1,5,5,2,3.2,3.9,4,3.6,3.7,3.2,3.9,3.9,2.9,3.1,3.2,3.4,4.857142857,8.428571429
362,ImsUPN1UXdHSxjsh5pTFgsVNodT0YgSqnWiNlPOpAkmph1OyT0inr70QNsSvIO41,2,4,2,4,2,2,2,2,2,1,3,2,2,2,2,5,4,2,2,2,2,4,2,2,2,2,4,3,2,3,2,4,2,4,4,2,2,5,4,4,4,2,2,4,2,2,2,2,2,2,2,4,2,2,4,2,4,3,5,2,2,20,2,3,3,1,2,2,4,2,2,4,4,5,4,2,1,2,4,2,4,2,4,2,2,2,2,3,1,3,4,1,2,2,4,2,2,2,5,4,4,1,2,2,2,2,2,3,2,2,2,2,3,4,4,2,2,1,4,2,2,4,2,3,2,1,20,6,1,73,9,8,2,2,8,8,8,4,4,4,2,3,4,2,3.9,3.1,3.6,3.9,3.8,3.7,3.4,3.2,4.3,3.4,3.2,3.3,3.857142857,7.571428571
366,Ph-v9MIxG7KugIMLTefNnofNAO0875F5_bfiQ4-UrHJF_YXzKP2zQHeQNxLzmKG4,1,5,4,3,2,4,4,1,4,1,4,1,4,1,1,4,4,1,5,2,3,5,5,3,2,1,4,1,1,2,1,5,2,5,5,2,3,5,4,5,5,2,5,1,4,1,1,5,2,5,1,2,1,2,5,2,1,2,4,2,1,27,2,3,4,1,4,1,5,2,3,3,4,5,5,2,2,4,4,1,3,1,4,2,2,5,2,5,1,5,5,4,4,1,4,5,2,2,4,5,5,4,3,1,2,1,2,1,3,2,2,1,5,2,2,5,2,1,5,2,3,1,1,3,1,1,26,1,1,13,9,9,1,1,9,9,9,4,4,4,1,4,4,3,3.4,2.4,4.2,4.6,3.8,2.2,3.6,3.8,4.6,3.2,3.3,2.7,4,8.428571429
368,3aVqeRCiYApQn3UIIBXLCcDp_TRCSHwRPsPA6NQWtxI3QyGAX0IzzrejkthNbtk0,1,2,2,4,4,4,4,1,4,2,4,4,3,4,5,4,4,2,2,4,2,5,4,3,2,5,4,2,2,5,1,2,4,3,3,4,2,5,2,4,4,2,5,4,5,2,2,5,2,2,1,2,4,1,4,2,4,2,2,2,4,22,2,3,3,3,1,2,4,4,1,3,2,4,4,4,3,3,5,2,4,3,4,4,5,3,2,4,2,4,3,2,4,2,5,3,1,3,4,4,4,2,3,4,4,2,1,4,1,1,2,2,2,3,4,2,2,1,4,4,4,2,2,4,1,1,22,1,10,22,7,7,3,1,8,8,9,4,4,4,2,4,4,2,3.2,3.3,4,4.1,3.6,3.3,2.9,4.1,3.6,2.6,1.7,4.2,4,7.285714286
374,lK8esDRWsL4T6PRc66YII3zEaYvmfXzd754HsZen09ujXIg5PnfXL_90DqCmxMPK,2,4,4,4,5,3,2,2,2,4,5,1,3,3,3,3,5,2,2,2,1,3,4,2,2,3,3,2,2,5,2,3,3,4,2,2,5,4,4,3,3,1,4,5,2,3,3,5,2,2,3,4,3,2,3,3,3,2,2,3,1,21,2,3,4,2,3,3,3,3,4,4,2,3,3,2,3,3,3,2,3,2,4,3,3,4,4,3,2,4,5,2,3,4,3,4,2,4,2,4,4,4,5,2,2,3,3,3,1,2,4,4,3,4,3,4,2,2,4,2,3,2,4,3,2,2,21,1,0,12,6,6,3,1,7,7,7,3,3,2,4,2,2,3,3.9,2.9,3.4,3,2.9,2.4,3.7,4.5,2.9,3.6,3.3,3.5,2.428571429,6.428571429
384,gjm1iXKdGkgYVTPKwMyGOW9oJ7EQewtSA0qHyURNe-o8QYCVcGtOAV3GpoOi6tAG,1,5,5,4,1,5,4,4,1,2,3,4,2,1,2,3,2,1,1,1,3,4,2,3,2,5,2,2,1,3,4,3,2,5,4,4,2,4,5,3,4,5,5,5,2,5,2,2,2,3,3,3,1,4,2,1,1,2,3,4,5,22,2,3,4,2,5,1,3,5,4,1,5,2,3,2,5,3,4,4,1,2,4,3,3,5,5,2,4,3,4,3,5,4,4,3,5,4,2,1,3,2,4,4,4,2,1,3,5,5,3,2,5,4,3,2,5,4,4,4,2,3,4,1,1,1,28,1,11,23,8,6,5,9,5,8,8,4,3,3,3,1,1,3,2.8,2.9,3.9,2.3,2.7,3.2,2.3,2,4,3.9,4.4,4.1,2.571428571,5.285714286
395,IDVnCdyb4U76cZ_ohEe2_YP5l0YD8BQfZGChIe6Cr4Dwtlh4glB5svJ2DgPW24LC,1,4,2,2,4,5,4,2,3,4,5,2,4,4,4,2,4,2,4,2,2,4,2,2,2,4,4,1,4,5,4,4,2,2,2,4,4,3,4,3,5,2,4,5,4,4,5,4,4,4,2,4,3,2,4,2,2,4,1,2,1,30,2,5,2,2,4,2,4,2,4,4,2,5,4,2,4,3,3,4,2,5,4,2,4,5,4,4,4,4,4,3,2,2,2,4,1,3,4,4,4,2,5,5,4,1,4,2,1,1,2,4,2,4,4,4,2,1,4,2,4,4,4,3,3,1,31,0,0,0,9,9,3,1,6,9,3,1,2,2,3,2,4,3,3.8,2.2,2.4,3.7,3.7,2.6,3.4,3.8,2.4,2.7,3,3.5,2.428571429,6.857142857
406,oH-fSQxoR6zdDj9HkjUw5wLzWsZyhiuU7FA6-qQ9Ho04TIjqXNDD16Xj-FIc-zQj,2,2,2,4,5,2,5,2,5,3,5,3,5,5,3,5,5,4,5,3,2,2,4,3,2,4,5,1,3,4,1,1,5,4,5,4,3,3,5,2,5,3,1,5,4,5,2,4,3,4,3,3,5,4,3,5,4,5,2,2,3,26,2,4,5,3,5,3,3,3,2,3,3,5,4,3,3,5,3,5,5,3,4,3,5,3,4,3,3,3,3,5,3,3,1,2,5,5,3,3,4,3,3,3,1,4,3,3,5,3,1,3,5,3,3,3,3,2,3,3,4,1,3,3,3,1,29,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,3.4,3.1,3.3,3.1,2.2,3.4,3.8,3.4,2.6,2.2,3.5,NA,NA
419,SVSuvm1Ik-L0IQi_3X5hcQFozWSKsV5Cc2WS61tbha9n0G7rldB9DiORdjYoSjbv,2,2,4,3,3,4,2,2,2,2,4,2,3,4,3,4,4,2,3,2,3,4,3,3,2,5,4,4,2,4,2,2,2,4,3,4,4,3,4,4,2,2,4,4,3,3,2,4,2,3,2,4,2,2,3,2,2,2,4,2,2,25,2,3,4,2,4,2,4,2,3,3,4,4,4,2,2,3,4,3,4,3,4,4,4,1,2,2,2,4,4,4,4,3,3,2,4,4,2,4,2,4,4,2,3,2,2,3,4,4,4,4,4,4,2,2,2,2,4,4,4,1,4,4,2,1,26,0,6,6,8,8,1,2,8,8,8,4,3,3,3,3,4,3,2.8,3.6,3.2,3.5,2.8,3,3.4,3.6,3.6,3.7,2.9,3.5,3.285714286,7.571428571
421,k2KHdRh0op0_rJuHWDj6e0oXPUFq8aQVJ0WaPqAowC2mwyr0ZloWLGRQ_cjWe-pn,1,5,2,4,5,5,5,5,4,2,4,2,4,2,4,3,4,4,4,3,2,5,5,2,2,5,2,2,2,5,5,2,2,3,2,3,4,5,5,4,4,5,5,5,5,2,4,5,4,5,2,5,5,2,5,4,3,1,1,2,1,22,2,3,4,4,1,2,3,2,2,4,2,2,4,4,4,5,4,4,2,4,4,4,4,2,3,3,3,3,4,4,2,4,3,2,1,3,4,2,3,2,4,4,4,3,2,4,4,4,3,4,4,2,1,2,2,4,3,2,3,3,2,2,2,1,23,4,0,48,9,5,1,1,9,9,9,5,5,5,1,5,5,1,2.8,3.1,3.2,2.5,3.4,3.5,3.5,4,3,3.1,3.6,3.8,5,7.857142857
424,AMUsznVON55PI4jLJYYlJVhN2FQ8Akc_zIZJLK6Eo_-19qVils9OHpxaXtfGbiNt,3,2,1,4,2,5,1,4,4,5,5,3,1,2,4,5,4,2,4,4,4,2,5,2,2,3,4,2,3,4,1,4,1,2,2,1,5,4,4,4,2,4,4,3,4,1,4,5,4,1,4,1,4,2,4,5,3,4,2,2,4,39,2,5,2,4,4,1,1,4,2,2,2,4,4,4,2,4,4,2,2,4,4,3,4,3,2,1,2,4,2,4,4,5,3,4,4,3,3,2,4,2,2,1,4,4,2,4,5,1,2,4,4,4,1,3,4,4,3,1,4,4,4,1,2,1,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.8,3.6,1.8,3.2,2.5,3.4,4,2.5,1.9,3.2,2.5,NA,NA
426,UNbkfP_GP-9OMgtPlAttr_Ye9qmQExto5r1sjRaqnw4DTT5IkENG8SjlvTP2sQqT,2,4,2,4,4,5,2,2,2,2,4,1,3,1,5,3,4,4,4,2,1,4,5,3,2,4,4,4,1,4,1,2,2,4,2,2,4,4,4,4,2,3,3,5,2,2,2,5,2,2,4,3,1,2,1,2,3,4,2,1,1,32,2,5,2,1,2,1,4,2,2,4,4,5,4,3,4,4,5,2,2,3,4,4,1,2,4,5,1,2,5,1,2,2,4,2,1,2,5,2,4,2,4,3,2,2,2,4,1,3,2,2,3,4,4,4,1,1,4,2,3,5,4,4,2,1,37,8,0,96,9,9,1,1,8,9,9,5,4,4,3,4,4,2,4.2,3.2,3.6,3.8,4,3.9,3.9,4.2,3.5,3.1,3.6,3.6,4,8.285714286
428,ON9yciK1XaCH-tJ2D0abBxaFtn2-aerDI5TBj4bRcQzsBqjG-IS7_HNWDbHFSwwb,1,2,1,3,2,3,4,3,4,4,4,4,4,2,4,1,4,4,2,3,4,2,2,4,2,5,3,1,3,4,3,3,2,2,2,2,3,4,5,4,3,2,2,4,3,2,4,4,5,2,5,3,3,4,3,1,2,4,4,4,4,24,2,3,2,1,4,2,4,2,4,4,2,4,3,2,4,1,4,4,4,3,4,2,2,4,2,3,4,4,4,4,4,2,2,2,2,4,3,4,2,3,5,2,3,1,4,2,2,3,4,2,1,2,4,4,2,1,3,4,2,2,3,4,3,2,24,2,0,24,9,9,1,1,9,9,8,4,4,4,2,3,5,2,4.3,2.5,2.2,4,2.9,2.3,2.7,3.2,2.5,2.1,3.6,4.2,4,8.285714286
432,o2Ql52iu_So1nE_VvQL3jXkV3jSz1JQggRGwILhvTE9Y5cbTOYJExKJu0ivOCpmr,2,2,3,2,4,3,4,4,2,2,4,2,4,4,4,3,4,2,3,4,3,3,4,3,2,4,4,2,3,4,2,3,2,4,3,2,2,4,4,3,3,2,4,3,4,3,4,4,3,3,3,3,4,2,1,2,4,4,2,2,2,22,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,24,0,0,0,3,5,3,3,4,3,3,2,2,1,3,2,2,2,3,3,3.1,3,3,3.2,2.8,4,2.7,2.9,2.7,3.6,2.285714286,4
443,bADFdG1VnqhCgYglFYZIehb1BeFRGwU7hCygaXMZ6CexvlnZexGPIlDwl-waHfc7,2,4,2,5,4,4,2,2,2,2,4,2,2,2,5,2,5,4,2,2,2,4,4,2,2,4,4,4,2,4,4,4,2,4,4,2,4,2,4,4,2,2,3,5,2,4,2,4,2,4,2,4,4,2,5,4,2,5,2,2,2,23,2,3,4,2,4,2,4,4,2,5,3,5,4,4,2,2,4,2,4,2,4,5,2,2,5,4,4,4,4,2,2,2,4,2,2,2,4,4,4,4,4,2,4,2,2,4,2,4,2,4,4,5,4,2,2,2,3,4,2,5,4,3,2,1,24,4,3,51,8,8,2,2,8,8,8,4,4,4,2,4,3,2,4.1,4,3.7,3.7,4,3.6,3.8,4.1,3.3,3.2,3.4,2.9,3.857142857,7.428571429
446,189z6hoOltQ3srGWeEcgiMzlQEb8EwVd7AWXwBZNG1szVHfzOJdDa0g0WprUclqw,2,5,2,3,4,2,2,2,3,3,4,4,3,2,5,2,3,2,2,1,1,2,2,3,2,3,3,3,2,4,4,1,3,5,1,1,2,5,4,2,1,3,3,5,2,2,3,4,2,1,3,4,3,2,2,1,2,4,1,2,4,26,1,3,4,3,1,2,3,4,3,2,3,3,2,3,1,4,4,4,2,2,4,5,2,4,2,2,3,1,2,4,4,2,2,1,2,3,1,2,3,4,2,1,3,3,2,3,2,2,2,2,4,5,4,3,2,2,3,3,2,2,4,2,1,2,26,5,0,60,9,9,1,1,9,9,9,3,3,3,3,3,4,3,3.1,4.2,3.5,2.8,2.7,2.7,2.4,3.7,2.3,2.9,3.7,4.1,3.142857143,8.428571429
451,jQudPcGZeC-I0DeobINnm95MSY9fz6NG6BbXI3deboy4f6amyvGNGEUandclzQcS,2,4,2,4,4,4,4,2,2,4,2,2,4,2,2,2,4,4,4,2,2,4,4,4,2,4,2,2,2,4,2,2,2,4,2,2,4,4,4,4,2,2,2,4,2,4,2,4,2,2,4,4,2,2,4,2,2,2,2,4,2,29,2,3,4,2,2,2,4,4,2,4,4,4,4,4,2,2,4,2,4,2,4,4,2,2,4,4,2,2,4,2,2,2,4,2,2,2,4,2,4,4,4,4,2,4,2,2,2,4,2,2,2,4,4,4,2,2,4,4,4,4,2,2,2,1,29,0,6,6,9,9,1,1,9,9,9,4,4,4,2,4,4,3,3.8,3.8,3.8,3.4,3.8,3.8,3.8,3.6,3,3.6,3.8,3.8,3.857142857,8.428571429
452,rF837KOfPyunTsyOl9Ixotn4RpvwTe6FR6SNuDey91CDVrUKgofryDfEGLiDqLT0,2,5,2,4,4,5,4,5,4,3,5,2,2,1,5,1,3,1,4,2,3,2,1,3,2,1,4,3,3,4,2,1,1,4,2,2,4,4,5,4,3,2,4,5,1,2,4,4,2,2,5,4,2,3,5,5,3,4,2,2,2,29,2,3,4,4,2,2,4,2,2,3,2,4,4,1,1,3,3,2,4,3,4,4,2,5,2,4,2,1,4,2,2,2,2,2,1,2,4,4,4,5,5,2,2,2,4,2,1,2,1,2,2,3,4,4,2,1,3,4,2,1,4,4,2,2,29,0,6,6,9,7,1,1,7,9,9,3,3,3,2,3,4,3,3.9,4,2.7,4.1,3.5,2.5,3.6,3.6,2.6,2.7,4.4,3.2,3.285714286,7.857142857
458,yCO-DSTt_gM2aDKkoSCj7h7UvHfzImeBIny6HoDkeEyPB_JwAqDk3Top9_xFOhu9,2,5,4,4,2,5,2,2,1,4,2,1,4,2,2,4,4,4,4,2,1,4,2,3,2,4,5,4,1,4,1,2,2,5,2,4,5,4,5,4,1,2,4,5,2,4,2,5,1,4,3,5,4,2,5,1,2,2,2,2,1,24,1,3,4,1,2,2,4,2,4,5,3,4,2,2,2,2,4,2,4,2,4,4,2,5,1,4,2,2,5,4,4,2,2,2,1,3,3,4,4,2,5,2,4,1,4,4,1,2,4,1,4,4,4,4,2,1,4,4,3,2,4,4,2,2,23,4,4,52,9,9,1,1,7,9,9,4,5,4,1,4,5,3,4.5,3.6,3.2,4.1,3,2.5,4.4,3.3,3,4.4,3.6,3.6,4.285714286,8.142857143
469,SivfIAx13mTgU9Feo512m0Hj1sJb_juy44x2VPGtwH14VCj8aJyEQkwKKrE4wNi3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,4,2,3,2,2,2,3,2,3,3,2,2,3,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,2,3,3,3,3,2,3,3,24,2,2,2,3,2,2,3,3,2,2,2,2,2,3,3,2,2,3,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,24,2,5,29,3,4,4,4,3,4,3,3,2,2,2,2,2,3,3,2.7,3.1,2.9,3.1,3.1,3.1,3.1,2.8,2.6,3,3,2.571428571,3.571428571
475,VlX3Lijyvmz14oW-wVWmYedqV0BEBhwUqapNAowuXmId0kMDbyvQyTSCuMeDZYll,3,5,4,4,3,4,4,4,2,4,3,2,3,2,4,3,4,2,3,2,2,4,2,3,2,3,4,4,2,4,2,4,2,4,4,2,4,4,4,4,4,2,4,3,2,2,2,2,4,4,4,4,3,2,2,4,2,2,4,2,1,18,2,3,4,2,4,2,4,2,4,4,4,4,4,2,2,4,4,2,4,3,4,2,3,3,3,4,2,3,4,4,4,2,4,3,2,4,4,4,4,2,4,4,2,2,3,4,2,2,3,2,4,3,2,3,2,2,3,2,3,3,2,4,2,1,18,0,2,2,8,8,2,2,7,7,8,3,3,3,2,4,3,2,3.4,2.9,3.3,4,3.4,2.9,3.2,3.4,3.6,3.6,3.9,2.9,3.428571429,7.142857143
