dyad,person,age,major,grade,rela_type,length,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,hex21,hex22,hex23,hex24,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,phex22,phex23,phex24,phex25,phex26,phex27,phex28,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,satis1,satis2,satis3,satis4,satis5,satis6,satis7,commit1,commit2,commit3,commit4,commit5,commit6,commit7,ios,satis,commit,hex_hh,hex_em,hex_ex,hex_ag,hex_co,hex_op,phex_hh,phex_em,phex_ex,phex_ag,phex_co,phex_op
181,2,25,1,7,2,12,1,4,5,5,3,5,4,2,1,4,3,2,5,4,2,3,5,4,2,4,1,5,2,3,4,2,4,2,4,2,2,1,5,2,4,4,5,5,5,4,2,1,5,2,5,1,4,1,1,2,4,2,2,5,2,2,4,2,3,1,2,5,5,5,1,5,1,2,2,2,2,2,2,1,3,2,4,4,4,1,1,5,1,2,1,1,5,1,1,1,4,1,5,1,2,2,2,5,4,2,2,1,4,1,4,2,3,1,5,4,4,1,4,4,2,1,2,3,4,2,8,8,0,0,8,8,8,5,5,5,1,4,5,2,4,8,4.714285714,4.4,3.4,3.6,4.4,3.4,4.5,4.2,2.4,3.6,4.3,4.6,2.3
182,1,27,7,9,2,8,2,4,4,4,2,2,4,3,2,3,3,2,2,3,3,3,3,4,5,2,2,4,2,4,4,4,4,2,4,3,2,2,4,2,4,3,2,4,4,3,4,4,4,2,2,2,4,2,3,2,4,2,4,2,3,2,3,3,4,2,3,4,4,4,3,3,3,2,3,3,4,2,2,3,3,3,4,2,4,2,3,4,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,4,4,4,4,4,4,3,3,2,4,2,3,2,3,2,3,2,4,2,3,3,3,2,8,8,0,0,7,8,8,4,4,4,2,-99,5,4,4,7.857142857,3.833333333,3,2.6,3.4,3.6,3.4,3.1,3.1,3.2,3.6,3.2,3.3,2.8
182,2,25,9,8,2,8,2,5,2,4,5,2,1,4,5,4,5,2,2,2,4,2,4,4,5,4,2,5,2,3,4,5,2,2,5,2,2,1,2,2,2,2,4,4,3,4,2,4,5,5,2,2,4,1,5,4,2,5,2,4,5,4,2,2,4,4,1,2,5,2,2,5,5,2,1,5,2,1,2,4,5,2,4,4,4,2,1,4,2,3,4,5,5,2,4,2,1,2,5,1,4,5,2,4,4,2,2,2,5,5,5,4,5,2,5,2,5,5,5,5,2,4,1,1,2,1,6,5,1,7,4,6,2,3,3,3,3,2,3,4,4,4.428571429,2.714285714,3.2,3.9,3,2.4,3.2,2.7,4.4,3,2,4.5,2.4,3.5
183,1,24,7,7,2,12,2,5,4,4,4,4,5,3,2,4,4,1,5,2,2,4,4,2,3,1,1,4,3,4,4,4,4,1,4,2,2,2,4,3,4,4,4,4,4,4,2,3,5,2,4,2,3,4,2,3,4,2,4,4,4,2,2,2,2,2,2,5,2,4,4,4,3,4,2,2,4,3,4,1,2,4,4,2,4,2,2,4,4,4,4,2,3,2,4,2,2,2,4,3,2,4,4,4,4,4,2,4,4,2,2,2,4,4,2,3,2,4,2,4,3,2,2,3,2,1,8,8,0,0,8,8,8,4,4,4,2,3,4,2,5,8,3.857142857,3.4,3.4,3.6,4.1,3.8,4,3.2,4,3.6,3.3,4.1,3.6
183,2,24,7,7,2,12,2,4,2,4,2,5,3,5,4,2,4,5,2,4,2,4,5,2,4,4,3,4,2,4,4,4,3,2,4,4,2,1,4,3,2,2,4,5,4,5,2,5,5,3,3,2,2,5,4,4,3,5,4,5,2,1,3,2,4,4,2,2,5,4,2,2,3,2,1,5,2,1,3,1,1,4,4,4,2,1,1,5,3,3,3,3,5,2,5,5,1,4,5,4,5,2,5,5,4,4,4,1,5,3,5,4,4,2,4,3,5,1,5,4,2,3,3,2,4,4,8,4,2,1,8,8,8,5,3,3,3,4,3,4,7,7,3.285714286,2.3,3.1,3.5,3.1,3.7,3.4,3.2,2.6,3.5,4.7,3.3,3.8
184,1,25,7,8,2,17,2,5,4,4,2,4,3,4,2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,3,2,3,1,3,2,2,3,2,3,3,3,3,2,3,2,4,2,2,2,3,2,3,2,3,4,3,2,2,2,3,4,2,2,2,3,3,4,2,3,2,2,4,2,3,4,3,4,4,3,2,4,2,3,3,4,3,3,3,1,3,2,3,2,3,4,2,4,2,3,2,3,2,4,4,3,2,2,4,3,3,4,3,2,2,4,3,4,3,4,2,3,8,8,0,0,7,8,7,4,4,3,1,4,4,2,6,7.714285714,4,3.5,2.8,2.9,3.5,3.7,2.9,3.3,3.7,3.8,2.9,2.8,3.1
184,2,23,1,7,2,17,2,4,3,4,4,4,3,4,2,3,4,4,4,3,4,4,4,3,3,2,3,4,4,4,4,4,4,2,4,2,2,3,4,4,3,3,4,4,4,3,2,4,4,3,3,2,4,3,2,4,3,3,3,4,3,3,4,3,2,3,4,5,4,4,3,4,4,3,2,4,2,2,2,2,4,2,4,2,3,2,2,4,2,3,3,2,4,2,4,3,3,3,4,2,2,3,3,4,3,2,2,3,4,2,2,2,4,3,4,3,4,2,4,4,2,2,2,2,2,2,7,7,1,2,7,7,7,4,4,4,2,4,4,3,4,6.857142857,3.857142857,3,3.8,3.6,3.2,3.4,3.7,3.3,3.3,3,3.5,3.8,3
185,1,21,1,4,2,30,4,3,2,3,2,4,5,2,2,2,2,2,3,2,3,3,2,4,3,2,2,4,2,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,4,3,5,3,3,2,3,3,3,2,3,2,3,4,2,2,3,2,2,2,4,4,2,4,4,3,2,5,2,1,5,3,3,2,3,3,5,4,2,2,2,2,2,2,2,3,2,2,5,3,4,2,3,2,2,3,3,3,4,3,1,3,5,4,3,4,5,2,3,4,3,5,1,3,5,2,4,5,1,3,7,7,1,1,7,7,7,3,3,3,2,3,4,4,6,7,3.142857143,3.6,2.6,3.4,3,3.2,3.4,3.3,4.5,3.1,3,3.7,2.7
185,2,23,1,5,2,30,4,5,4,-99,5,5,3,4,3,2,5,1,1,3,5,2,5,3,4,2,2,2,4,2,2,5,5,3,5,3,5,2,4,4,1,2,1,4,4,2,1,4,4,4,4,5,4,2,4,2,3,4,2,3,5,1,4,4,2,1,2,1,2,4,1,5,5,1,1,4,2,1,1,2,5,4,3,4,2,4,4,5,2,2,4,5,4,1,2,2,2,5,4,2,5,4,4,2,4,1,3,2,4,4,1,1,1,1,2,1,4,1,3,4,2,5,2,1,2,1,7,6,0,3,5,7,7,4,3,-99,4,2,4,4,6,6.428571429,2.833333333,3.6,4.6,2.666666667,3.4,3.4,1.9,4.4,2.2,3.4,3.1,1.6,3.8
186,1,24,1,5,2,12,4,4,2,5,4,2,2,2,1,2,4,5,4,2,4,2,5,1,2,2,2,5,5,3,1,2,4,1,1,4,2,2,4,3,2,2,5,5,4,2,2,3,3,2,5,2,5,4,4,2,4,2,2,2,4,2,2,4,2,5,4,5,2,5,5,2,1,5,1,1,5,5,4,2,2,5,5,2,2,4,2,5,5,4,2,2,2,2,5,4,2,1,5,5,5,1,2,2,3,5,1,5,5,2,5,2,5,5,4,2,4,1,1,1,4,5,1,2,2,5,8,8,0,0,8,8,8,5,5,5,1,5,5,3,6,8,4.714285714,1.9,4,3.8,3.8,3.7,2.9,1.4,4.5,4.5,3.9,3.4,2.8
186,2,21,1,5,2,12,4,5,2,4,4,4,3,2,2,2,3,5,1,2,2,3,2,3,2,2,2,5,4,3,2,3,4,1,4,2,1,2,3,3,4,2,3,5,4,4,3,3,4,2,3,2,4,1,5,3,4,2,4,3,2,2,4,2,3,5,5,3,5,5,2,2,1,2,1,1,1,5,1,4,1,4,3,3,2,3,1,4,2,3,1,2,5,1,4,2,1,2,4,2,4,2,3,3,4,4,3,3,4,2,4,2,2,1,4,1,5,1,4,4,5,2,2,5,2,5,8,8,0,0,8,8,8,5,4,4,1,1,4,2,4,8,3.857142857,2.9,3.1,3.8,3.4,3.8,2.9,2.8,2.5,4.3,4.6,3,2.3
70,1,23,8,5,2,6,1,2,5,4,1,5,2,1,1,4,4,5,5,2,5,1,3,5,4,2,1,5,5,2,5,4,4,1,2,1,1,2,4,1,5,2,5,5,4,2,2,2,5,4,4,1,5,2,4,4,4,5,4,5,3,5,5,1,1,1,1,2,5,4,4,5,1,1,1,5,4,3,5,5,2,2,2,5,5,4,1,5,4,2,3,4,5,2,4,1,1,4,4,1,5,4,4,4,2,2,4,4,4,4,5,1,2,1,4,2,5,2,1,5,5,5,4,1,1,2,8,8,0,0,8,8,8,4,5,5,1,3,5,2,6,8,4.428571429,4,3.2,2.7,3.7,2.9,3.9,4.2,3.3,2.9,4.2,1.9,3.1
70,2,21,2,3,2,6,1,4,2,4,4,5,3,2,2,4,4,2,4,2,4,2,4,2,4,4,2,5,5,4,5,4,2,2,4,2,2,4,4,2,2,4,2,4,2,2,2,2,4,4,4,2,2,2,4,2,5,2,2,5,4,2,2,2,2,2,1,2,5,4,2,4,4,2,5,4,2,1,4,4,2,4,4,5,2,2,2,4,2,2,4,2,4,2,2,2,2,2,5,4,4,4,4,4,4,2,2,2,4,2,4,2,4,2,2,2,5,2,4,4,2,4,2,2,2,2,8,5,7,0,6,7,7,4,4,4,2,4,4,3,5,6,3.857142857,3.8,3.9,3.1,3.3,2.8,3.3,4.2,2.8,3.4,4,3,4.1
72,1,24,6,6,2,22,2,5,4,2,2,4,4,2,1,2,2,1,4,1,3,4,4,5,2,2,1,4,2,4,5,2,4,2,4,1,1,1,5,2,2,4,4,5,4,5,1,1,5,4,2,2,5,2,1,5,4,2,4,5,2,2,2,2,1,1,2,5,4,4,1,5,5,2,1,2,2,1,4,2,1,4,5,5,2,2,1,4,4,2,5,4,4,2,4,1,2,1,4,4,2,4,4,4,4,5,1,2,4,4,4,2,5,4,2,4,4,2,5,4,1,2,4,5,4,1,8,8,0,0,8,8,8,5,5,5,1,5,5,3,7,8,4.714285714,4.4,3.5,3.5,4,4.1,4.4,4.3,3.3,4.2,4.1,3.6,4.3
72,2,23,1,5,2,22,2,5,2,5,4,5,5,2,2,2,5,1,4,1,4,5,5,4,4,1,4,5,4,5,4,5,2,1,5,4,2,1,5,4,2,5,4,5,5,5,2,4,4,4,4,2,5,2,5,4,4,2,4,4,5,2,4,4,4,1,4,5,4,4,1,4,5,4,2,2,4,1,4,2,4,5,5,4,4,1,2,4,2,4,4,4,4,2,4,2,1,1,5,2,1,4,5,5,4,4,2,4,4,4,2,1,4,2,2,4,4,2,5,4,4,2,4,4,2,1,8,8,0,0,8,8,8,5,5,5,2,4,5,3,7,8,4.428571429,3.7,4,4.5,3.2,3.8,3.3,3.8,3.4,4,3.5,4,3.7
125,1,27,3,8,4,62,2,4,4,4,4,4,4,4,5,2,4,5,2,4,4,5,4,1,2,4,2,4,3,4,5,5,4,4,4,2,5,2,4,4,4,1,1,4,4,4,2,5,5,4,4,4,4,4,2,2,5,1,4,4,2,2,4,4,4,4,4,4,2,4,4,4,4,2,4,2,2,2,2,5,5,5,2,2,2,2,4,4,4,3,5,4,2,2,4,3,5,4,4,3,4,2,4,4,2,4,4,5,5,2,4,4,5,3,3,3,2,4,2,4,2,4,5,3,3,3,8,8,0,0,8,8,8,3,3,4,3,3,4,3,7,8,3.285714286,2.2,3.3,3.8,3.4,2.9,3.4,2.9,3.2,3.5,2.2,2.8,3.4
125,2,28,3,8,4,62,2,5,2,4,4,2,4,2,2,2,2,2,2,2,2,5,4,4,4,2,2,4,4,3,4,4,4,2,4,2,4,2,2,3,3,4,4,4,4,4,2,3,4,4,2,2,4,3,2,4,2,2,2,4,1,2,2,3,2,2,2,1,5,4,2,2,5,2,1,1,5,3,3,4,2,4,4,2,4,4,1,2,1,4,5,5,5,2,2,2,2,2,5,5,5,2,2,2,2,4,2,4,4,4,5,2,2,3,2,4,5,2,4,2,4,4,4,4,4,4,8,8,0,0,8,8,8,4,4,4,1,3,4,3,6,8,3.857142857,3.5,3.7,3.9,3.2,3.5,3.5,2.4,2.5,4,4.3,2.2,3.5
79,1,23,2,6,2,6,4,4,2,4,2,4,2,2,2,4,2,2,2,4,2,2,4,3,2,3,1,4,1,1,4,5,3,1,4,2,3,3,4,2,4,3,2,3,4,4,1,4,4,4,4,3,2,3,4,1,3,4,1,4,3,3,2,2,2,2,4,4,2,4,4,3,1,3,2,4,3,2,4,2,2,4,4,4,3,2,2,4,4,2,2,4,4,1,4,3,4,2,4,4,2,4,3,4,4,4,2,4,4,3,4,3,4,2,2,2,4,2,2,2,2,3,2,2,2,2,8,8,0,0,8,8,8,5,5,5,2,5,4,2,6,8,4.571428571,3.6,3.1,3,3.7,2.4,2.8,3.4,3.9,3.6,3.8,3.3,2.9
79,2,24,2,6,2,6,2,3,3,4,3,4,3,4,2,3,4,2,4,2,2,4,4,3,2,3,2,4,3,2,3,4,4,1,5,2,2,2,5,4,2,3,3,5,5,5,1,3,3,3,2,2,4,2,2,3,4,2,1,3,2,3,2,1,2,2,2,4,5,3,2,5,4,3,1,5,2,1,2,4,4,4,3,4,2,2,1,5,2,2,4,2,4,1,2,1,1,2,5,2,5,4,3,4,5,4,4,3,4,3,5,2,4,2,5,1,5,1,5,5,1,3,4,2,5,2,7,8,0,0,8,8,8,4,5,5,3,5,5,3,7,7.857142857,4.285714286,3.6,4.1,3.8,3.9,3.4,3.6,4.3,2,3.5,4.3,3.2,3.6
126,1,20,6,3,2,6,2,5,2,4,2,3,4,2,1,2,4,2,2,2,1,4,4,4,5,2,1,4,2,4,4,4,2,1,4,2,4,1,4,4,4,4,4,4,5,4,2,4,5,2,4,2,5,4,2,3,4,2,2,2,2,1,4,1,2,1,2,2,5,5,3,5,4,5,1,1,4,1,4,1,1,4,4,1,4,1,1,4,2,3,4,4,5,1,5,2,4,1,5,2,2,5,4,4,4,5,2,4,5,2,5,2,4,2,2,2,5,2,2,4,4,3,2,2,2,1,8,8,0,0,8,8,8,4,5,5,1,5,5,2,5,8,4.714285714,3.2,3.5,3.8,3.8,3.8,3.4,3.8,3.8,4,4.8,3.7,3.5
126,2,21,6,3,2,6,1,4,2,4,2,2,4,2,2,2,4,5,4,2,4,5,4,4,3,3,1,4,1,3,4,5,4,4,4,4,2,2,2,2,2,2,5,4,4,3,3,4,5,4,4,4,4,3,1,4,4,1,4,4,1,1,1,3,2,2,1,4,4,4,4,4,5,3,1,1,5,3,4,1,1,5,5,3,2,2,1,4,3,4,4,3,4,1,3,3,3,2,4,4,4,3,3,5,5,5,2,4,5,1,4,4,2,2,2,3,4,2,3,3,3,3,2,3,3,2,8,7,0,0,8,8,8,5,5,5,1,4,5,2,6,7.857142857,4.714285714,2.7,3.2,3.4,3.6,3.3,4.4,3.1,3.4,4.1,4.4,3.9,4
19,1,21,7,3,2,18,1,4,4,4,4,2,5,5,2,2,2,4,3,4,1,4,1,1,2,1,1,4,1,5,5,1,2,1,3,2,1,2,4,4,1,3,3,3,5,4,5,5,5,2,2,2,4,3,3,2,4,1,4,4,1,2,2,4,4,2,1,2,4,5,2,5,1,3,1,5,4,1,1,4,1,1,5,4,2,4,2,5,5,5,3,2,1,1,3,1,1,4,2,1,5,5,3,4,3,1,3,5,5,2,3,1,2,1,5,1,4,5,2,1,5,3,3,1,2,1,8,8,0,0,8,8,8,4,5,5,1,5,5,3,6,8,4.571428571,2.5,2.5,4.2,3.9,3.8,4.3,3.7,3.3,2.6,3.4,2.7,2.9
19,2,20,7,3,2,18,1,2,2,3,4,5,2,2,2,5,4,1,2,5,2,1,5,2,2,2,2,3,1,2,3,3,3,3,5,3,4,3,3,1,3,2,3,2,4,2,1,5,5,2,3,3,4,2,3,1,3,4,4,5,4,4,2,1,3,1,1,4,4,5,5,5,4,2,1,2,4,1,2,3,2,3,2,2,4,2,1,4,3,2,3,2,4,2,4,4,1,4,4,4,2,4,2,3,4,4,4,4,4,2,5,2,4,3,4,2,5,4,4,5,4,2,1,4,3,1,8,4,0,0,8,8,8,5,4,5,1,5,5,2,6,7.428571429,4.714285714,3.6,3.6,2,3.4,2.4,3.1,3.7,3.3,3.8,4.5,3.2,3.1
69,1,23,8,5,2,14,2,5,5,4,2,5,2,2,1,2,2,3,1,3,1,5,4,2,2,3,1,5,5,4,5,4,2,3,4,2,4,3,4,2,4,4,3,2,3,2,3,4,5,4,5,2,5,3,5,3,3,2,4,5,5,2,3,3,1,2,1,1,2,5,4,5,5,4,1,2,4,1,3,2,2,4,4,3,2,2,1,4,4,4,5,2,2,2,4,2,2,2,4,3,2,5,3,5,5,3,2,4,4,2,4,2,4,3,3,3,4,2,4,4,2,2,2,4,2,2,8,8,0,0,8,8,8,5,4,4,1,4,4,3,5,8,4.142857143,3.4,3.4,3.6,4,2.9,2.8,3.7,3.8,3.9,3.9,3.7,4
69,2,23,7,6,2,14,1,5,4,5,5,4,5,4,2,2,4,1,4,1,4,5,5,4,4,2,1,5,4,4,5,5,3,2,5,4,4,1,4,4,5,2,3,5,2,4,1,4,5,4,4,1,5,2,5,5,5,2,3,5,1,1,2,2,1,2,4,5,5,4,2,4,4,2,1,4,1,2,1,4,1,4,5,4,3,2,1,5,5,3,2,4,4,3,2,3,1,3,5,4,4,2,3,2,2,4,2,3,4,4,5,2,4,3,5,3,5,4,2,4,5,1,2,1,1,3,8,8,0,0,8,8,8,4,4,5,1,4,3,2,3,8,4.142857143,3.4,4.2,4.2,3.7,4.1,3.7,3.3,3.4,3.3,4.5,3,2.6
98,1,19,7,3,2,11,2,4,3,2,3,2,4,4,2,2,2,4,2,3,2,4,2,1,3,2,1,3,4,3,4,4,2,2,3,2,5,2,3,2,2,2,2,3,3,3,5,5,5,3,2,2,5,1,4,2,4,3,2,3,2,4,4,2,2,4,3,4,1,2,5,2,2,5,5,2,5,5,4,2,4,4,5,1,5,5,2,4,4,4,4,5,1,3,5,5,3,5,1,5,5,1,4,5,1,4,1,5,5,5,1,1,4,3,4,5,1,1,1,3,3,1,5,2,1,5,8,8,0,0,8,8,8,1,4,4,5,2,4,4,5,8,2.571428571,2.5,3.2,3.1,3.2,3.1,3.1,1.6,4.4,3.8,1.4,3.2,3.1
98,2,19,7,3,2,11,2,5,2,4,3,4,3,5,4,4,5,4,4,2,3,4,4,4,2,2,4,3,4,4,4,2,4,2,4,2,2,2,4,2,4,3,4,4,4,4,2,2,5,5,2,2,5,3,2,4,3,4,2,3,1,2,4,3,2,1,4,2,5,2,2,4,3,1,2,5,4,3,4,4,2,2,4,2,4,4,2,2,2,4,3,5,4,2,2,4,2,5,4,2,3,4,3,2,5,3,2,3,4,2,2,4,4,3,4,2,4,4,4,4,2,4,2,3,2,2,6,8,0,1,6,8,6,3,3,3,3,3,4,4,6,7,3,3.4,3.9,3.2,2.8,3.9,4.1,3.1,3.1,2.3,4,1.9,3.1
99,1,26,6,7,2,16,2,5,4,3,1,4,1,4,2,1,2,1,1,1,2,4,2,5,3,2,1,4,2,1,4,2,4,1,2,1,2,1,4,3,3,5,3,4,3,4,4,2,4,2,4,3,4,1,1,3,4,3,4,5,4,2,1,3,2,1,1,4,2,4,4,5,3,4,2,2,4,1,5,1,3,4,4,4,2,2,1,4,4,1,5,2,4,1,4,3,2,1,5,2,2,5,4,4,4,2,2,2,4,2,4,2,5,1,1,3,5,3,2,5,3,1,2,2,1,5,8,8,0,0,8,8,8,4,4,5,1,4,4,2,6,8,4.285714286,4.8,2.4,3.7,4.1,4.2,3.1,4.2,4.2,3.4,4,4.2,4.2
99,2,25,4,7,2,16,1,5,2,3,4,3,3,2,1,1,3,1,5,1,3,3,4,2,2,2,1,5,2,2,3,4,4,1,4,3,3,2,5,3,3,4,2,4,4,3,2,2,4,2,4,2,3,4,2,3,2,1,2,4,3,3,2,3,3,1,2,5,5,4,2,5,5,4,2,3,1,1,2,2,4,3,2,2,2,2,1,5,2,2,4,2,4,2,2,2,2,1,4,2,4,5,2,3,4,2,3,2,4,1,4,2,4,1,4,2,2,1,5,1,2,2,2,4,4,1,8,8,0,0,8,8,8,4,5,5,1,5,5,2,5,8,4.714285714,3.6,3.4,3.9,3.8,3.6,3.6,4,2.1,3.6,3.8,4,3.5
123,1,20,3,2,2,12,2,5,4,3,3,5,5,5,4,2,3,1,1,3,4,3,3,4,1,3,1,5,3,4,5,4,4,3,4,2,3,3,3,2,4,5,3,3,4,3,4,4,4,3,5,2,2,5,3,4,4,4,4,5,1,2,5,3,4,4,4,2,2,4,4,5,3,2,3,3,5,3,5,4,3,3,4,3,3,4,3,4,3,3,2,4,3,3,4,1,4,4,3,2,3,3,4,3,3,2,3,4,4,4,3,2,4,3,2,3,3,4,2,4,4,4,3,3,3,4,8,8,4,0,6,8,8,3,4,4,3,3,4,2,5,7.142857143,3.571428571,3.5,2.6,3.2,3.4,3.5,3.8,3.3,3.7,3,2.9,2.2,3.1
123,2,18,3,2,2,12,4,4,4,4,2,5,5,4,5,2,4,5,5,4,2,5,4,4,5,2,2,5,3,2,2,5,2,1,2,2,2,1,4,4,2,2,3,5,4,4,1,4,5,4,3,1,5,2,5,2,5,4,4,4,2,2,2,4,2,4,1,5,5,5,1,5,5,5,3,1,2,2,2,1,1,5,5,5,5,1,1,4,2,3,5,2,3,2,2,2,3,1,4,2,2,3,3,5,5,2,2,2,5,2,5,3,4,2,5,5,5,2,5,5,1,2,2,5,5,2,8,8,0,0,8,8,8,5,4,4,2,3,3,2,5,8,3.857142857,3.2,3.5,4.2,3.5,3.3,3.2,4.1,2.6,3.9,4.4,4.7,3.5
82,1,22,8,3,2,18,4,5,2,2,5,3,2,2,2,2,4,3,4,1,2,1,4,2,3,2,1,2,3,4,3,2,2,1,4,2,2,2,4,2,2,3,2,4,3,4,2,4,4,2,4,4,5,4,2,2,4,4,2,3,3,2,2,2,3,4,4,4,2,5,4,5,2,4,2,2,2,3,4,4,2,4,4,2,3,4,2,4,3,4,3,2,2,1,4,2,2,5,4,2,2,3,3,5,4,4,2,4,3,2,4,2,5,4,2,2,2,2,2,4,3,2,2,4,2,3,8,8,0,0,7,8,8,5,4,5,2,4,5,2,7,7.857142857,4.428571429,2.6,4,2.6,3.6,3.8,3.1,3,3.8,4,3.4,3.2,3.1
82,2,21,8,3,2,18,2,5,3,4,5,5,4,4,3,2,5,2,5,2,4,2,5,2,2,1,3,4,3,3,2,5,4,2,5,4,1,1,5,4,1,4,3,4,3,4,1,2,5,4,2,2,4,3,2,2,2,3,3,4,1,4,2,3,2,1,2,4,4,4,4,4,3,1,2,4,4,2,1,2,3,1,5,4,3,1,1,3,2,3,3,2,2,2,4,2,3,5,3,2,3,4,1,2,3,2,2,3,4,1,5,3,3,3,5,2,3,4,4,5,3,1,2,1,3,2,8,8,0,0,8,8,8,4,4,5,2,4,4,3,5,8,4,3.6,4.4,3.6,3.1,3.4,4.1,3.8,3.4,2.4,3.6,3.3,2.6
83,1,23,8,4,2,24,1,5,2,3,2,2,4,3,4,4,3,2,4,4,2,4,4,2,4,2,2,4,4,3,4,4,3,2,4,2,2,2,4,2,4,3,3,3,4,4,2,4,4,4,2,2,4,4,4,2,5,4,2,2,3,2,3,2,3,4,2,5,3,4,4,3,4,4,4,2,4,3,4,2,4,4,4,4,4,2,3,4,4,4,4,4,4,3,4,2,2,2,4,4,3,2,4,4,4,4,2,4,4,2,3,2,4,4,2,4,3,2,2,2,2,2,2,3,2,2,8,8,0,0,8,8,6,5,5,5,1,5,5,2,6,7.714285714,4.857142857,2.6,3.4,3.1,3.3,3.1,3.5,2.8,3.9,3.8,3.2,3.9,3.8
